Active CSV Line,Title,Artist,Field,Active Value,Candidate Value,Staged Value,Reason,Source
9066,Antmusic,Adam and the Ants,Genre,Rock,Rock,Electronic,both active and staged have nonblank conflicting values; manual review required,D:\Music\MusicDB\data\exports\active_vs_staged_review\field_differences_unambiguous_song_keys.csv
8599,Beautiful Day,U2,Genre,"October 27, 2019","October 27, 2019",27-Oct-19,both active and staged have nonblank conflicting values; manual review required,D:\Music\MusicDB\data\exports\active_vs_staged_review\field_differences_unambiguous_song_keys.csv
9098,Bela Lugosi's Dead,Chvrches,Genre,synth pop,synth pop,Electronic,both active and staged have nonblank conflicting values; manual review required,D:\Music\MusicDB\data\exports\active_vs_staged_review\field_differences_unambiguous_song_keys.csv
5522,Blue Monday '88,New Order,Genre,"October 27, 2019","October 27, 2019",27-Oct-19,both active and staged have nonblank conflicting values; manual review required,D:\Music\MusicDB\data\exports\active_vs_staged_review\field_differences_unambiguous_song_keys.csv
3644,Call Me,IMY2,Genre,Rock,Rock,Cover,both active and staged have nonblank conflicting values; manual review required,D:\Music\MusicDB\data\exports\active_vs_staged_review\field_differences_unambiguous_song_keys.csv
8602,Discotheque,U2,Genre,"October 27, 2019","October 27, 2019",27-Oct-19,both active and staged have nonblank conflicting values; manual review required,D:\Music\MusicDB\data\exports\active_vs_staged_review\field_differences_unambiguous_song_keys.csv
6857,Fall into Sleep Instantly,Silent Rhythm,Duration,30:00,30:00,30:00:00,both active and staged have nonblank conflicting values; manual review required,D:\Music\MusicDB\data\exports\active_vs_staged_review\field_differences_unambiguous_song_keys.csv
7342,Fox On The Run,Sweet,Genre,"October 17, 2019","October 17, 2019",17-Oct-19,both active and staged have nonblank conflicting values; manual review required,D:\Music\MusicDB\data\exports\active_vs_staged_review\field_differences_unambiguous_song_keys.csv
424,Glory Box,Ameritz,Album,- Tribute Glory Box (A Tribute to Portishead),- Tribute Glory Box (A Tribute to Portishead),#NAME?,both active and staged have nonblank conflicting values; manual review required,D:\Music\MusicDB\data\exports\active_vs_staged_review\field_differences_unambiguous_song_keys.csv
9067,Goody Two Shoes,Adam and the Ants,Genre,Pop,Pop,Rock,both active and staged have nonblank conflicting values; manual review required,D:\Music\MusicDB\data\exports\active_vs_staged_review\field_differences_unambiguous_song_keys.csv
4258,I,Kid Loco,Spotify Verified,Yes,Yes,No,both active and staged have nonblank conflicting values; manual review required,D:\Music\MusicDB\data\exports\active_vs_staged_review\field_differences_unambiguous_song_keys.csv
3967,Immigrant Song,John Craigie,Genre,"October 27, 2019","October 27, 2019",27-Oct-19,both active and staged have nonblank conflicting values; manual review required,D:\Music\MusicDB\data\exports\active_vs_staged_review\field_differences_unambiguous_song_keys.csv
1238,In The Dark,Billy Squier,Genre,"October 27, 2019","October 27, 2019",27-Oct-19,both active and staged have nonblank conflicting values; manual review required,D:\Music\MusicDB\data\exports\active_vs_staged_review\field_differences_unambiguous_song_keys.csv
3302,Lessening,Gregor Samsa,Album,55:12,55:12,55:12:00,both active and staged have nonblank conflicting values; manual review required,D:\Music\MusicDB\data\exports\active_vs_staged_review\field_differences_unambiguous_song_keys.csv
1340,The Man,Blossoms,Genre,Rock,Rock,Cover,both active and staged have nonblank conflicting values; manual review required,D:\Music\MusicDB\data\exports\active_vs_staged_review\field_differences_unambiguous_song_keys.csv
30,Morning Child - Radio Edit,4 Hero,Genre,"Trip-Hop "" 40 Winks","Trip-Hop "" 40 Winks",Trip-Hop,both active and staged have nonblank conflicting values; manual review required,D:\Music\MusicDB\data\exports\active_vs_staged_review\field_differences_unambiguous_song_keys.csv
8665,Old School,Urban Cone,Album,10-18,10-18,18-Oct,both active and staged have nonblank conflicting values; manual review required,D:\Music\MusicDB\data\exports\active_vs_staged_review\field_differences_unambiguous_song_keys.csv
8908,Owner of a Lonely Heart,Yes,Genre,"October 17, 2019","October 17, 2019",17-Oct-19,both active and staged have nonblank conflicting values; manual review required,D:\Music\MusicDB\data\exports\active_vs_staged_review\field_differences_unambiguous_song_keys.csv
5925,Peaceful Night Soothing Deep Sleep Music (Calming Healing Music),Personal Power Sleep Serenity,Duration,30:01,30:01,30:01:00,both active and staged have nonblank conflicting values; manual review required,D:\Music\MusicDB\data\exports\active_vs_staged_review\field_differences_unambiguous_song_keys.csv
5902,Planet Earth,Peder B. Helland,Duration,31:20,31:20,31:20:00,both active and staged have nonblank conflicting values; manual review required,D:\Music\MusicDB\data\exports\active_vs_staged_review\field_differences_unambiguous_song_keys.csv
8666,Pumping Up Clouds,Urban Cone,Album,10-18,10-18,18-Oct,both active and staged have nonblank conflicting values; manual review required,D:\Music\MusicDB\data\exports\active_vs_staged_review\field_differences_unambiguous_song_keys.csv
7231,Renegade,Styx,Genre,"October 17, 2019","October 17, 2019",17-Oct-19,both active and staged have nonblank conflicting values; manual review required,D:\Music\MusicDB\data\exports\active_vs_staged_review\field_differences_unambiguous_song_keys.csv
5197,Summertime Sadness,Miley Cyrus,Genre,Rock,Rock,Cover,both active and staged have nonblank conflicting values; manual review required,D:\Music\MusicDB\data\exports\active_vs_staged_review\field_differences_unambiguous_song_keys.csv
8278,Thievery Corporation - The Mirror Conspiracy [Full Album Stream],Thievery Corporation,Duration,57:14,57:14,57:14:00,both active and staged have nonblank conflicting values; manual review required,D:\Music\MusicDB\data\exports\active_vs_staged_review\field_differences_unambiguous_song_keys.csv
7932,This Must Be The Place (Naive Melody),The Lumineers cover Talking Heads 'This Must Be The Place (Naive Melody)' for Like A Version,Genre,Folk,Folk,Cover,both active and staged have nonblank conflicting values; manual review required,D:\Music\MusicDB\data\exports\active_vs_staged_review\field_differences_unambiguous_song_keys.csv
5905,Time,Peder B. Helland,Duration,39:55,39:55,39:55:00,both active and staged have nonblank conflicting values; manual review required,D:\Music\MusicDB\data\exports\active_vs_staged_review\field_differences_unambiguous_song_keys.csv
4481,Too Close,LANNe,Genre,Electronic,Electronic,Cover,both active and staged have nonblank conflicting values; manual review required,D:\Music\MusicDB\data\exports\active_vs_staged_review\field_differences_unambiguous_song_keys.csv
3657,Yellow,IMY2,Genre,Rock,Rock,Cover,both active and staged have nonblank conflicting values; manual review required,D:\Music\MusicDB\data\exports\active_vs_staged_review\field_differences_unambiguous_song_keys.csv
2180,You Make My Dreams (Come True),Daryl Hall & John Oates,Genre,"October 17, 2019","October 17, 2019",17-Oct-19,both active and staged have nonblank conflicting values; manual review required,D:\Music\MusicDB\data\exports\active_vs_staged_review\field_differences_unambiguous_song_keys.csv
3106,#1 Crush,Garbage,__row_signature__,,,1 crush || garbage || absolute garbage || 4:45,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
9319,867-5309 / Jenny,Tommy Tutone,__row_signature__,,,867 5309 jenny || tommy tutone || tommy tutone 2 || 3:46,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
7122,A Deeper Silence,Steve Roach,__row_signature__,,,a deeper silence || steve roach || music for stargazing volume 2 || 73:41,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
9209,Ace of Spades,Motörhead,__row_signature__,,,ace of spades || motorhead || ace of spades || 2:48,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
2654,Air - Concert Prive,Electronic Music,__row_signature__,,,air concert prive || electronic music || le manifeste || 59:48,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
9385,Belfast Child,🌧️ 22. Simple Minds,__row_signature__,,,belfast child || 22 simple minds || ||,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
9312,Between a Rock and a Hard Place,The Rolling Stones,__row_signature__,,,between a rock and a hard place || rolling stones || steel wheels || 5:25,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
9156,Burnin' for You,Blue Öyster Cult,__row_signature__,,,burnin for you || blue oyster cult || ||,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
1372,Burnin' for You,Blue Öyster Cult,__row_signature__,,,burnin for you || blue oyster cult || fire of unknown origin || 4:31,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
9394,Cellophane,🫀 30. FKA Twigs,__row_signature__,,,cellophane || 30 fka twigs || ||,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
1184,Dangerous (feat. Joywave),Big Data,__row_signature__,,,dangerous || big data || 2 0 || 4:40,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
9244,Debaser,Pixies,__row_signature__,,,debaser || pixies || doolittle || 2:51,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
9351,Dream Police,Cheap Trick,__row_signature__,,,dream police || cheap trick || ||,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
3730,Edge of the Ocean (Alpha's 'On the Beach' Mix),Ivy,__row_signature__,,,edge of ocean || ivy || edge of ocean || 4:59,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
9325,The Electric Co,U2,__row_signature__,,,electric co || u2 || boy || 4:46,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
9344,Eminence Front,The Who,__row_signature__,,,eminence front || who || ||,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
6857,Fall into Sleep Instantly,Silent Rhythm,__row_signature__,,,fall into sleep instantly || silent rhythm || ultra relaxing music for sleep || 30:00,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
9316,Giant,The The,__row_signature__,,,giant || || soul mining || 9:34,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
424,Glory Box,Ameritz,__row_signature__,,,glory box || ameritz || tribute glory box || 3:37,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
9104,Harder Better Faster Stronger,Daft Punk,__row_signature__,,,harder better faster stronger || daft punk || discovery || 3:44,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
2734,Heaven,Emeli Sandé,__row_signature__,,,heaven || emeli sande || live at royal albert hall || 4:11,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
9152,Help I'm Alive,Metric,__row_signature__,,,help im alive || metric || ||,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
9281,How Soon Is Now (cover),t.A.T.u,__row_signature__,,,how soon is now || t a t u || 200 km h in wrong lane || 3:16,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
9158,I Love Rock 'n' Roll,Joan Jett,__row_signature__,,,i love rock n roll || joan jett || i love rock n roll || 2:55,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
9389,I'm Losing You,🎸 2. The Temptations,__row_signature__,,,im losing you || 2 temptations || ||,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
3302,Lessening,Gregor Samsa,__row_signature__,,,lessening || gregor samsa || 55 12 || 6:36,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
9390,Limit to Your Love,💥 37. James Blake,__row_signature__,,,limit to your love || 37 james blake || ||,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
2583,Lips Like Sugar,Echo And The Bunnymen,__row_signature__,,,lips like sugar || echo and bunnymen || echo and bunnymen || 4:52,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
7543,Love Shack,The B 52's,__row_signature__,,,love shack || b 52s || time capsule || 5:21,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
1020,Mad About You - Hooverphonic (by Beatrice Florea),Beatrice Florea,__row_signature__,,,mad about you hooverphonic || beatrice florea || singer || 3:44,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
9077,Moments in Love,Art of Noise,__row_signature__,,,moments in love || art of noise || art of noise || 10:15,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
5442,Mr. Brownstone,Mötley Crüe,__row_signature__,,,mr brownstone || motley crue || in concert ||,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
9201,N.W.O,Ministry,__row_signature__,,,n w o || ministry || ke a h || 5:30,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
8665,Old School,Urban Cone,__row_signature__,,,old school || urban cone || 10 18 || 3:03,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
9150,Only Happy When It Rains,Garbage,__row_signature__,,,only happy when it rains || garbage || ||,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
9237,Opportunities,Pet Shop Boys,__row_signature__,,,opportunities || pet shop boys || please further listening 1984 1986 || 3:43,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
5925,Peaceful Night Soothing Deep Sleep Music (Calming Healing Music),Personal Power Sleep Serenity,__row_signature__,,,peaceful night soothing deep sleep music || personal power sleep serenity || peaceful nights || 30:01,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
9384,Pictures of You,🌧️ 15. The Cure,__row_signature__,,,pictures of you || 15 cure || ||,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
5902,Planet Earth,Peder B. Helland,__row_signature__,,,planet earth || peder b helland || flying || 31:20,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
9188,Protection,Massive Attack ft. Tracey Thorn,__row_signature__,,,protection || massive attack || protection || 7:14,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
8666,Pumping Up Clouds,Urban Cone,__row_signature__,,,pumping up clouds || urban cone || 10 18 || 2:56,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
7549,Roam,The B-52's,__row_signature__,,,roam || b 52s || cosmic thing || 4:55,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
1946,Run (Live),Collective Soul,__row_signature__,,,run || collective soul || live || 4:50,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
7119,Shäut zerk (Demo version),Stervhïa,__row_signature__,,,shaut zerk || stervhia || breathe remains ep ||,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
9212,Shout at the Devil,Mötley Crüe,__row_signature__,,,shout at devil || motley crue || shout at devil || 3:14,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
9085,Smokin',Boston,__row_signature__,,,smokin || boston || boston || 4:21,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
8619,Staring At The Sun,U2,__row_signature__,,,staring at sun || u2 || pop || 4:36,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
9387,Strong,🌧️ 34. London Grammar,__row_signature__,,,strong || 34 london grammar || ||,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
9078,The Sun Always Shines on TV,a-ha,__row_signature__,,,sun always shines on tv || a ha || hunting high and low || 5:02,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
8278,Thievery Corporation - The Mirror Conspiracy [Full Album Stream],Thievery Corporation,__row_signature__,,,thievery corporation mirror conspiracy || thievery corporation || mirror conspiracy || 57:14,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
5905,Time,Peder B. Helland,__row_signature__,,,time || peder b helland || time || 39:55,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
9392,Two Weeks,🩶 29. FKA Twigs,__row_signature__,,,two weeks || 29 fka twigs || ||,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
9329,Ultraviolet,U2,__row_signature__,,,ultraviolet || u2 || achtung baby || 5:30,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
9330,Ultraviolet (Light My Way),U2,__row_signature__,,,ultraviolet || u2 || achtung baby || 5:30,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
9386,Waiting Game,🌧️ 31. Banks,__row_signature__,,,waiting game || 31 banks || ||,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
9205,Walking in L.A,Missing Persons,__row_signature__,,,walking in l a || missing persons || spring session m || 4:00,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
9393,Weird Fishes / Arpeggi,🫀 10. Radiohead,__row_signature__,,,weird fishes arpeggi || 10 radiohead || ||,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
9352,What I Like About You,The Romantics,__row_signature__,,,what i like about you || romantics || ||,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
2560,Wild Boys,Duran Duran,__row_signature__,,,wild boys || duran duran || greatest || 4:17,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
9213,Wild Side,Mötley Crüe,__row_signature__,,,wild side || motley crue || girls girls girls || 4:43,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
9391,Winning,🕯️ 25. The Sound,__row_signature__,,,winning || 25 sound || ||,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
9388,Wire,🌪️ 20. U2,__row_signature__,,,wire || 20 u2 || ||,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
9162,You've Got Another Thing Comin',Judas Priest,__row_signature__,,,youve got another thing comin || judas priest || screaming for vengeance || 5:10,active-only row signature; no deletion proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\active_only_rows.csv
9471,Шелкопряд,Fleur,__row_signature__,,,|| fleur || ||,staged-only row signature; no append proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\staged_only_rows.csv
7118,A Deeper Silence,Steve Roach,__row_signature__,,,a deeper silence || steve roach || music for stargazing volume 2 || 73 41 00,staged-only row signature; no append proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\staged_only_rows.csv
9374,Ace of Spades,Motorhead,__row_signature__,,,ace of spades || motorhead || ||,staged-only row signature; no append proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\staged_only_rows.csv
2651,Air - Concert Prive,Electronic Music,__row_signature__,,,air concert prive || electronic music || le manifeste || 59 48 00,staged-only row signature; no append proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\staged_only_rows.csv
1184,Dangerous (feat. Joywave),Big Data,__row_signature__,,,dangerous || big data || 2 || 4:40,staged-only row signature; no append proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\staged_only_rows.csv
9237,Debaser,Pixies,__row_signature__,,,debaser || pixies || ||,staged-only row signature; no append proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\staged_only_rows.csv
3726,Edge of the Ocean (Alpha's 'On the Beach' Mix),Ivy,__row_signature__,,,edge of ocean || ivy || edge of ocean ||,staged-only row signature; no append proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\staged_only_rows.csv
9316,The Electric Co,U2,__row_signature__,,,electric co || u2 || ||,staged-only row signature; no append proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\staged_only_rows.csv
6853,Fall into Sleep Instantly,Silent Rhythm,__row_signature__,,,fall into sleep instantly || silent rhythm || ultra relaxing music for sleep || 30 00 00,staged-only row signature; no append proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\staged_only_rows.csv
9308,Giant,The The,__row_signature__,,,giant || || ||,staged-only row signature; no append proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\staged_only_rows.csv
9497,Giant,The The,__row_signature__,,,giant || || ||,staged-only row signature; no append proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\staged_only_rows.csv
424,Glory Box,Ameritz,__row_signature__,,,glory box || ameritz || name || 3:37,staged-only row signature; no append proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\staged_only_rows.csv
9098,Harder Better Faster Stronger,Daft Punk,__row_signature__,,,harder better faster stronger || daft punk || ||,staged-only row signature; no append proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\staged_only_rows.csv
2731,Heaven,Emeli Sandé,__row_signature__,,,heaven || emeli sande || live at royal albert hall ||,staged-only row signature; no append proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\staged_only_rows.csv
9152,I Love Rock 'n' Roll,Joan Jett,__row_signature__,,,i love rock n roll || joan jett || ||,staged-only row signature; no append proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\staged_only_rows.csv
3298,Lessening,Gregor Samsa,__row_signature__,,,lessening || gregor samsa || 55 12 00 || 6:36,staged-only row signature; no append proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\staged_only_rows.csv
9496,Love Is Stronger Than Death,The The,__row_signature__,,,love is stronger than death || || ||,staged-only row signature; no append proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\staged_only_rows.csv
1020,Mad About You - Hooverphonic (by Beatrice Florea),Beatrice Florea,__row_signature__,,,mad about you hooverphonic || beatrice florea || name || 3:44,staged-only row signature; no append proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\staged_only_rows.csv
9071,Moments in Love,Art of Noise,__row_signature__,,,moments in love || art of noise || ||,staged-only row signature; no append proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\staged_only_rows.csv
9552,Mr. Brownstone,Motley Crue,__row_signature__,,,mr brownstone || motley crue || ||,staged-only row signature; no append proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\staged_only_rows.csv
9194,N.W.O,Ministry,__row_signature__,,,n w o || ministry || ||,staged-only row signature; no append proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\staged_only_rows.csv
8659,Old School,Urban Cone,__row_signature__,,,old school || urban cone || 18 oct || 3:03,staged-only row signature; no append proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\staged_only_rows.csv
9230,Opportunities,Pet Shop Boys,__row_signature__,,,opportunities || pet shop boys || ||,staged-only row signature; no append proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\staged_only_rows.csv
5921,Peaceful Night Soothing Deep Sleep Music (Calming Healing Music),Personal Power Sleep Serenity,__row_signature__,,,peaceful night soothing deep sleep music || personal power sleep serenity || peaceful nights || 30 01 00,staged-only row signature; no append proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\staged_only_rows.csv
5898,Planet Earth,Peder B. Helland,__row_signature__,,,planet earth || peder b helland || flying || 31 20 00,staged-only row signature; no append proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\staged_only_rows.csv
9181,Protection,Massive Attack ft. Tracey Thorn,__row_signature__,,,protection || massive attack || ||,staged-only row signature; no append proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\staged_only_rows.csv
8660,Pumping Up Clouds,Urban Cone,__row_signature__,,,pumping up clouds || urban cone || 18 oct || 2:56,staged-only row signature; no append proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\staged_only_rows.csv
1945,Run (Live),Collective Soul,__row_signature__,,,run || collective soul || live ||,staged-only row signature; no append proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\staged_only_rows.csv
9641,Shaut zerk (Demo version),Stervhia,__row_signature__,,,shaut zerk || stervhia || ||,staged-only row signature; no append proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\staged_only_rows.csv
9383,Shout at the Devil,Motley Crue,__row_signature__,,,shout at devil || motley crue || ||,staged-only row signature; no append proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\staged_only_rows.csv
9079,Smokin',Boston,__row_signature__,,,smokin || boston || ||,staged-only row signature; no append proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\staged_only_rows.csv
8613,Staring At The Sun,U2,__row_signature__,,,staring at sun || u2 || pop ||,staged-only row signature; no append proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\staged_only_rows.csv
9072,The Sun Always Shines on TV,a-ha,__row_signature__,,,sun always shines on tv || a ha || ||,staged-only row signature; no append proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\staged_only_rows.csv
8272,Thievery Corporation - The Mirror Conspiracy [Full Album Stream],Thievery Corporation,__row_signature__,,,thievery corporation mirror conspiracy || thievery corporation || mirror conspiracy || 57 14 00,staged-only row signature; no append proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\staged_only_rows.csv
5901,Time,Peder B. Helland,__row_signature__,,,time || peder b helland || time || 39 55 00,staged-only row signature; no append proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\staged_only_rows.csv
9320,Ultraviolet,U2,__row_signature__,,,ultraviolet || u2 || ||,staged-only row signature; no append proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\staged_only_rows.csv
9321,Ultraviolet (Light My Way),U2,__row_signature__,,,ultraviolet || u2 || ||,staged-only row signature; no append proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\staged_only_rows.csv
9198,Walking in L.A,Missing Persons,__row_signature__,,,walking in l a || missing persons || ||,staged-only row signature; no append proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\staged_only_rows.csv
9380,Wild Side,Motley Crue,__row_signature__,,,wild side || motley crue || ||,staged-only row signature; no append proposed,D:\Music\MusicDB\data\exports\active_vs_staged_review\staged_only_rows.csv
